Sr.No,Round,Institute,Program,Stream,Seat Type,Quota,Category,Opening Rank,Closing Rank
1253,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,17581,84819
1254,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,343,591
1255,Round 1,University Of Calcutta,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,4573,8777
1256,Round 1,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,88147,178675
1257,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,11914,16348
1258,Round 1,DEROZIO PHARMA INSTITUTE,B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,38859,99587
1259,Round 1,NURUL INSTITUTE OF MEDICAL SCIENCES & RESEARCH LAB CENTRE,B.Pharm/Pharmaceutical Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,939930,939930
1260,Round 1,"NETAJI SUBHASH CHANDRA BOSE INSTITUTE OF PHARMACY ,CHAKDAH, NADIA",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,460363,1374220
1261,Round 1,"NETAJI SUBHASH CHANDRA BOSE INSTITUTE OF PHARMACY ,CHAKDAH, NADIA",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,12619,76501
1262,Round 1,"EMINENT COLLEGE OF PHARMACEUTICAL TECHNOLOGY, BARASAT",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,10489,96840
1263,Round 1,"EMINENT COLLEGE OF PHARMACEUTICAL TECHNOLOGY, BARASAT",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,335396,853293
1264,Round 1,"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,6879,93630
1265,Round 1,"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,334521,1467525
1266,Round 1,VIDYASAGAR PHARMACEUTICAL COLLEGE OF EDUCATION,B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,29935,97297
1267,Round 1,VIDYASAGAR PHARMACEUTICAL COLLEGE OF EDUCATION,B.Pharm/Pharmaceutical Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1211293,1211293
1268,Round 1,"ANAND COLLEGE OF EDUCATION, DEBRA, PASCHIM MEDINIPUR",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,SC,93641,96161
1269,Round 1,"ANAND COLLEGE OF EDUCATION, DEBRA, PASCHIM MEDINIPUR",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,998096,1460291
1270,Round 1,"ANAND COLLEGE OF EDUCATION, DEBRA, PASCHIM MEDINIPUR",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,4218,84837
1271,Round 1,"ANAND COLLEGE OF EDUCATION, DEBRA, PASCHIM MEDINIPUR",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,OBC - A,95345,100022
1272,Round 1,"ANAND COLLEGE OF EDUCATION, DEBRA, PASCHIM MEDINIPUR",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,OBC - B,88460,96895
1273,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,11833,17564
1274,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,52753,87552
1275,Round 1,"Techno International New Town, Rajarhat, New Town",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,250998,250998
1276,Round 1,"Sister Nivedita University, New Town",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,693377,693377
1277,Round 1,"Meghnad Saha Institute of Technology, Kolkata",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,299231,491470
1278,Round 1,"Meghnad Saha Institute of Technology, Kolkata",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,16786,97483
1279,Round 1,University Of Calcutta,Jute & Fibre Technology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,6460,12262
1280,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,3406,10672
1281,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,2767,3189
1282,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,12684,28487
1283,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,14496,15917
1284,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1321572,1321572
1285,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,35667,97339
1286,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Computer Science & Engineering (Artificial Intelligence),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,18206,98492
1287,Round 1,Jadavpur University,Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,2609,3450
1288,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Computer Science & Engineering (Artificial Intelligence),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,427235,1160491
1289,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering  (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,547,590
1290,Round 1,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,29069,98132
1291,Round 1,Jadavpur University,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,712,805
1292,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,2437,3196
1293,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,148118,416024
1294,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,89048,89048
1295,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,6725,74414
1296,Round 1,"Seacom Engineering College, Sankrail, Howrah",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,61015,61015
1297,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,485487,1462598
1298,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,91611,91611
1299,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,35840,96251
1300,Round 1,TECHNO BENGAL INSTITUTE OF TECHNOLOGY,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,28758,28758
1301,Round 1,Jadavpur University,PRINTING ENGINEERING,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,7490,7601
1302,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,18076,22081
1303,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,13897,16620
1304,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,5431,10437
1305,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,13599,20576
1306,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,10489,10793
1307,Round 1,"Adamas University, Barasat",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,58726,74621
1308,Round 1,"Adamas University, Barasat",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,71482,82274
1309,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,30965,51080
1310,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,23191,34386
1311,Round 1,DARJEELING HILL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,35971,94033
1312,Round 1,"Seacom Skills University, Bolpur",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,426634,426634
1313,Round 1,"Camellia School of Engineering & Technology, Barasat",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,52994,52994
1314,Round 1,"Seacom Engineering College, Sankrail, Howrah",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,42057,42057
1315,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,37697,66807
1316,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1402529,1402529
1317,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,9159,10354
1318,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,13103,15614
1319,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,4888,6453
1320,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,47055,51977
1321,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,6464,6693
1322,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,7270,12277
1323,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open (PwD),60497,89363
1324,Round 1,Jadavpur University,Production Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,939,1192
1325,Round 1,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,37388,37388
1326,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,11665,13465
1327,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,6338,8696
1328,Round 1,"Techno India University, Salt Lake",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,15030,15030
1329,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,10775,14531
1330,Round 1,"Techno International New Town, Rajarhat, New Town",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,16624,26099
1331,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,2032,2369
1332,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,21386,24586
1333,Round 1,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,19818,23793
1334,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,5658,5658
1335,Round 1,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,23089,23625
1336,Round 1,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,37670,50577
1337,Round 1,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,35131,39253
1338,Round 1,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,41533,41533
1339,Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,17805,92330
1340,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,9215,13106
1341,Round 1,"Bankura Unnayani Institute of Engineering, Bankura",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,18924,98629
1342,Round 1,Jadavpur University,Production Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,1277,1651
1343,Round 1,"Dream Institute of Technology, Bishnupur, 24-Parganas-South",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,53001,53001
1344,Round 1,"Bankura Unnayani Institute of Engineering, Bankura",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,835343,835343
1345,Round 1,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1232405,1232405
1346,Round 1,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,69048,69048
1347,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,268277,459955
1348,Round 1,TECHNO INSTITUTE OF ENGINEERING AND MANAGEMENT,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,25259,83598
1349,Round 1,"Mallabhum Institute of Technology, Bishnupur, Bankura",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,68863,83143
1350,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,471748,779381
1351,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,27179,94276
1352,Round 1,"Camellia School of Engineering & Technology, Barasat",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,42547,42547
1353,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,27457,97677
1354,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,375727,375727
1355,Round 1,"Techno India University, Salt Lake",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,9157,10996
1356,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,1544,3154
1357,Round 1,"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,11725,23688
1358,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,13433,19529
1359,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,1773,3953
1360,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,7111,9587
1361,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,13955,36782
1362,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27869,29447
1363,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,10876,19161
1364,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,955,1762
1365,Round 1,"Bengal College of Engineering & Technology, Durgapur",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,16047,32453
1366,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,11294,33198
1367,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,7792,17877
1368,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",ELECTRONICS & COMPUTER SCIENCE - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,21189,26356
1369,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",ELECTRONICS & COMPUTER SCIENCE - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,13803,13803
1370,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27046,35369
1371,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,5751,5950
1372,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1772,402245
1373,Round 1,"Sister Nivedita University, New Town",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,334036,1427679
1374,Round 1,"Sister Nivedita University, New Town",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,35048,78096
1375,Round 1,"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,285196,1440154
1376,Round 1,"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,11186,97561
1377,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,10692,13297
